Job Title,Company,Location,Experience Level,Date,Job Description,Cleaned Description
Data Scientist,TCS,Delhi,Mid Level,2025-09-13,"Join Infosys as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Pandas, Statistics, SQL. Knowledge of Scikit-Learn, Python, Machine Learning is a plus.","join infosys as a data scientist. we are looking for talented individuals. requirements must have strong experience in pandas, statistics, sql. knowledge of scikitlearn, python, machine learning is a plus."
Backend Developer,TCS,Bangalore,Entry Level,2025-06-04,"Join Amazon as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Go, Python. Knowledge of API Design, Kubernetes, Agile is a plus.","join amazon as a backend developer. we are looking for talented individuals. requirements must have strong experience in sql, go, python. knowledge of api design, kubernetes, agile is a plus."
Web Developer,Amazon,Mumbai,Entry Level,2026-02-17,"Join StartupX as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Django, HTML, React. Knowledge of JavaScript, CSS is a plus.","join startupx as a web developer. we are looking for talented individuals. requirements must have strong experience in django, html, react. knowledge of javascript, css is a plus."
DevOps Engineer,InnovateAI,Delhi,Mid Level,2025-04-20,"Join Amazon as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in CI/CD, Terraform, Docker. Knowledge of AWS, Jenkins, Kubernetes, Linux, Communication is a plus.","join amazon as a devops engineer. we are looking for talented individuals. requirements must have strong experience in cicd, terraform, docker. knowledge of aws, jenkins, kubernetes, linux, communication is a plus."
Data Scientist,Infosys,Remote,Entry Level,2025-04-05,"Join InnovateAI as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Pandas, Machine Learning, Statistics. Knowledge of Python, NLTK, Scikit-Learn, SQL, Teamwork is a plus.","join innovateai as a data scientist. we are looking for talented individuals. requirements must have strong experience in pandas, machine learning, statistics. knowledge of python, nltk, scikitlearn, sql, teamwork is a plus."
DevOps Engineer,TCS,Bangalore,Mid Level,2025-07-15,"Join Microsoft as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, CI/CD, Terraform. Knowledge of Linux, AWS, Kubernetes, Jenkins is a plus.","join microsoft as a devops engineer. we are looking for talented individuals. requirements must have strong experience in docker, cicd, terraform. knowledge of linux, aws, kubernetes, jenkins is a plus."
Data Scientist,TechGiant,Hyderabad,Entry Level,2025-04-05,"Join TCS as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, SQL, Scikit-Learn. Knowledge of NLTK, Python, Statistics, Agile is a plus.","join tcs as a data scientist. we are looking for talented individuals. requirements must have strong experience in machine learning, sql, scikitlearn. knowledge of nltk, python, statistics, agile is a plus."
ML Engineer,Amazon,Delhi,Mid Level,2025-06-08,"Join InnovateAI as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in PyTorch, Docker, AWS. Knowledge of Machine Learning, Python, Agile is a plus.","join innovateai as a ml engineer. we are looking for talented individuals. requirements must have strong experience in pytorch, docker, aws. knowledge of machine learning, python, agile is a plus."
Data Scientist,TechGiant,Mumbai,Mid Level,2025-05-02,"Join Google as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Machine Learning, Python. Knowledge of NLTK, Statistics is a plus.","join google as a data scientist. we are looking for talented individuals. requirements must have strong experience in sql, machine learning, python. knowledge of nltk, statistics is a plus."
Backend Developer,TCS,Pune,Entry Level,2026-01-16,"Join TCS as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Redis, Java. Knowledge of SQL is a plus.","join tcs as a backend developer. we are looking for talented individuals. requirements must have strong experience in kubernetes, redis, java. knowledge of sql is a plus."
Data Scientist,Infosys,Remote,Entry Level,2026-03-01,"Join TechGiant as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Machine Learning, Pandas. Knowledge of Statistics, NLTK is a plus.","join techgiant as a data scientist. we are looking for talented individuals. requirements must have strong experience in sql, machine learning, pandas. knowledge of statistics, nltk is a plus."
DevOps Engineer,Google,Hyderabad,Senior Level,2026-02-05,"Join Amazon as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Linux, Terraform, Docker. Knowledge of Jenkins, Kubernetes, CI/CD, AWS, Teamwork is a plus.","join amazon as a devops engineer. we are looking for talented individuals. requirements must have strong experience in linux, terraform, docker. knowledge of jenkins, kubernetes, cicd, aws, teamwork is a plus."
Backend Developer,Google,Bangalore,Senior Level,2026-01-08,"Join TechGiant as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, SQL, Redis. Knowledge of Go, API Design, Java, Kubernetes is a plus.","join techgiant as a backend developer. we are looking for talented individuals. requirements must have strong experience in python, sql, redis. knowledge of go, api design, java, kubernetes is a plus."
Data Scientist,Amazon,Pune,Mid Level,2025-12-29,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Pandas, SQL. Knowledge of Statistics, Scikit-Learn is a plus.","join microsoft as a data scientist. we are looking for talented individuals. requirements must have strong experience in machine learning, pandas, sql. knowledge of statistics, scikitlearn is a plus."
ML Engineer,Infosys,Delhi,Senior Level,2025-12-31,"Join TechGiant as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in TensorFlow, Docker, AWS. Knowledge of Python, PyTorch, Spark is a plus.","join techgiant as a ml engineer. we are looking for talented individuals. requirements must have strong experience in tensorflow, docker, aws. knowledge of python, pytorch, spark is a plus."
Backend Developer,TCS,Hyderabad,Entry Level,2026-03-06,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Go, Kubernetes, Redis. Knowledge of Python, API Design, SQL is a plus.","join innovateai as a backend developer. we are looking for talented individuals. requirements must have strong experience in go, kubernetes, redis. knowledge of python, api design, sql is a plus."
Web Developer,TechGiant,Mumbai,Entry Level,2025-07-13,"Join Google as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Django, JavaScript, Node.js. Knowledge of Flask is a plus.","join google as a web developer. we are looking for talented individuals. requirements must have strong experience in django, javascript, node.js. knowledge of flask is a plus."
Data Scientist,Microsoft,Delhi,Senior Level,2025-09-23,"Join TechGiant as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Statistics, NLTK, Pandas. Knowledge of Scikit-Learn, Agile is a plus.","join techgiant as a data scientist. we are looking for talented individuals. requirements must have strong experience in statistics, nltk, pandas. knowledge of scikitlearn, agile is a plus."
Data Scientist,TCS,Bangalore,Senior Level,2025-07-11,"Join InnovateAI as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Pandas, Machine Learning, Scikit-Learn. Knowledge of SQL is a plus.","join innovateai as a data scientist. we are looking for talented individuals. requirements must have strong experience in pandas, machine learning, scikitlearn. knowledge of sql is a plus."
